Mitocheck_Phenotypic_Class,Metadata_is_control,Cell_UUID,Location_Center_X,Location_Center_Y,Metadata_Plate,Metadata_Well,Metadata_Frame,Metadata_Site,Metadata_Plate_Map_Name,Metadata_DNA,Metadata_Gene,Metadata_Gene_Replicate,Metadata_control_index,n_pos_pairs,n_total_pairs,average_precision,p_value,p < 0.05,-log10(AP p-value),Features
Large,0,dcefda2b-b56e-444d-ae82-513d3b5556fa,887,340,LT0042_10,44,28,1,LT0042_10_44,LT0042_10/LT0042_10_44_28.tif,CGI-63,1,-1,3,3903,0.09968479117415287,0.00239976,True,2.6198323,cp
Large,0,0f4766ae-b25b-4977-b4a2-5d99e9981542,904,199,LT0042_10,44,28,1,LT0042_10_44,LT0042_10/LT0042_10_44_28.tif,CGI-63,1,-1,3,3903,0.12341269841269842,0.00179982,True,2.744771,cp
Large,0,3f94cb4c-f73e-440d-932d-fa0e3b260d1b,943,257,LT0042_10,44,28,1,LT0042_10_44,LT0042_10/LT0042_10_44_28.tif,CGI-63,1,-1,3,3903,0.03515232017102616,0.00749925,True,2.124982,cp
Large,0,aaca4da0-e2b1-4f7b-9bdf-b6e385622e3d,855,276,LT0042_10,44,28,1,LT0042_10_44,LT0042_10/LT0042_10_44_28.tif,CGI-63,1,-1,3,3903,0.014097449391567039,0.02139786,True,1.6696297,cp
Large,0,74564812-407a-424a-9a68-e74805137b64,1094,252,LT0043_48,166,44,1,LT0043_48_166,LT0043_48/LT0043_48_166_44.tif,OGG1,1,-1,132,4032,0.08274724833471228,9.999e-05,True,4.0000434,cp
Large,0,589e223c-e48c-437b-b5d9-48383bd388a9,1082,100,LT0043_48,166,44,1,LT0043_48_166,LT0043_48/LT0043_48_166_44.tif,OGG1,1,-1,132,4032,0.0957639257010708,9.999e-05,True,4.0000434,cp
Large,0,96eac426-f9e8-402c-8f2b-59144e424f32,1072,228,LT0043_48,166,44,1,LT0043_48_166,LT0043_48/LT0043_48_166_44.tif,OGG1,1,-1,132,4032,0.12701457455872667,9.999e-05,True,4.0000434,cp
Large,0,e34ac072-28ac-4083-bd50-54dcb0df765c,1041,187,LT0043_48,166,44,1,LT0043_48_166,LT0043_48/LT0043_48_166_44.tif,OGG1,1,-1,132,4032,0.11605333669556,9.999e-05,True,4.0000434,cp
Large,0,e9d0b34f-9660-445e-b2dc-ce348ec36d61,681,172,LT0043_48,166,47,1,LT0043_48_166,LT0043_48/LT0043_48_166_47.tif,OGG1,1,-1,132,4032,0.10713740214116746,9.999e-05,True,4.0000434,cp
Large,0,dcff54af-0408-4f2e-aa2f-56b961d5dfd2,1122,143,LT0043_48,166,71,1,LT0043_48_166,LT0043_48/LT0043_48_166_71.tif,OGG1,1,-1,132,4032,0.07505021675427898,9.999e-05,True,4.0000434,cp
Large,0,52564064-87a5-4c60-a16f-a3ad4fbf8363,1017,167,LT0043_48,166,71,1,LT0043_48_166,LT0043_48/LT0043_48_166_71.tif,OGG1,1,-1,132,4032,0.14109497310287888,9.999e-05,True,4.0000434,cp
Large,0,e7c04029-1b15-4267-9bdc-cd356495de1c,1084,171,LT0043_48,166,71,1,LT0043_48_166,LT0043_48/LT0043_48_166_71.tif,OGG1,1,-1,132,4032,0.13681469192274512,9.999e-05,True,4.0000434,cp
Large,0,4f3a0266-e8f3-4752-9406-fcb1a39b4b45,1046,197,LT0043_48,166,71,1,LT0043_48_166,LT0043_48/LT0043_48_166_71.tif,OGG1,1,-1,132,4032,0.14005499179530942,9.999e-05,True,4.0000434,cp
Large,0,b53b9240-90ab-407a-8a13-1f953bfa3294,1120,140,LT0043_48,166,79,1,LT0043_48_166,LT0043_48/LT0043_48_166_79.tif,OGG1,1,-1,132,4032,0.07915948045665212,9.999e-05,True,4.0000434,cp
Large,0,1ae1262d-383c-42c8-9598-5f47344fad36,1075,74,LT0043_48,166,79,1,LT0043_48_166,LT0043_48/LT0043_48_166_79.tif,OGG1,1,-1,132,4032,0.06789568622427826,9.999e-05,True,4.0000434,cp
Large,0,f70ebd27-7222-4379-866b-af2ad2214a6e,1158,51,LT0043_48,166,84,1,LT0043_48_166,LT0043_48/LT0043_48_166_84.tif,OGG1,1,-1,132,4032,0.05281763402456899,0.00069993,True,3.1549454,cp
Large,0,70a02bc4-e1fc-4110-a3f9-773aacdefd5a,1123,141,LT0043_48,166,84,1,LT0043_48_166,LT0043_48/LT0043_48_166_84.tif,OGG1,1,-1,132,4032,0.08700172179129867,9.999e-05,True,4.0000434,cp
Large,0,21302a27-7fbd-4a68-aa38-c1fa54cccb77,1094,279,LT0043_48,166,84,1,LT0043_48_166,LT0043_48/LT0043_48_166_84.tif,OGG1,1,-1,132,4032,0.10088320295294267,9.999e-05,True,4.0000434,cp
Large,0,2aad0a1e-dd85-4b64-8e37-496369a9d6fb,204,57,LT0048_13,69,72,1,LT0048_13_69,LT0048_13/LT0048_13_69_72.tif,TOP1,1,-1,70,3970,0.011189338859096318,1.0,False,-0.0,cp
Large,0,4890186e-bdfc-4554-9c2d-ff587141d1a3,963,414,LT0048_13,69,72,1,LT0048_13_69,LT0048_13/LT0048_13_69_72.tif,TOP1,1,-1,70,3970,0.018231735314596355,0.5941406,False,0.22611079,cp
Large,0,43dd8c1e-76aa-4426-bf01-d667cf64a672,119,952,LT0065_04,20,49,1,LT0065_04_20,LT0065_04/LT0065_04_20_49.tif,CDCA8,1,-1,21,3921,0.07802424422283838,9.999e-05,True,4.0000434,cp
Large,0,3e42f33e-f801-45ff-8424-be1e363ba824,97,969,LT0065_04,20,72,1,LT0065_04_20,LT0065_04/LT0065_04_20_72.tif,CDCA8,1,-1,21,3921,0.08574293004660206,9.999e-05,True,4.0000434,cp
Large,0,adbce8f6-3b85-42d5-869c-9934ae1e5fa3,1078,555,LT0093_13,147,77,1,LT0093_13_147,LT0093_13/LT0093_13_147_77.tif,ENSG00000173227,1,-1,9,3909,0.005984865951868244,0.109689035,False,0.9598368,cp
Large,0,01057ef3-cc06-4e20-931f-69de9a7357d0,790,557,LT0100_03,93,37,1,LT0100_03_93,LT0100_03/LT0100_03_93_37.tif,ENSG00000148826,1,-1,65,3965,0.0369226712410481,0.0040995902,True,2.3872595,cp
Large,0,1553e49c-68d7-4617-b287-3b51f10e3e87,1278,546,LT0100_03,93,37,1,LT0100_03_93,LT0100_03/LT0100_03_93_37.tif,ENSG00000148826,1,-1,65,3965,0.017076718393542203,0.57924205,False,0.23713991,cp
Large,0,4dfa07d0-43cc-4381-930c-6c7d5a949ecf,238,720,LT0100_03,93,84,1,LT0100_03_93,LT0100_03/LT0100_03_93_84.tif,ENSG00000148826,1,-1,65,3965,0.027955485966987978,0.02639736,True,1.5784395,cp
Large,0,d781fa79-3cde-43fa-8c8c-007f84799bac,404,564,LT0105_04,144,93,1,LT0105_04_144,LT0105_04/LT0105_04_144_93.tif,ENSG00000139974,1,-1,3,3903,0.47479674796747967,9.999e-05,True,4.0000434,cp
Large,0,259577a6-9f02-4361-abda-b85a7c1bd52d,699,427,LT0105_04,144,93,1,LT0105_04_144,LT0105_04/LT0105_04_144_93.tif,ENSG00000139974,1,-1,3,3903,0.7380952380952381,9.999e-05,True,4.0000434,cp
Large,0,a0e4e87d-01b8-4bb0-8df8-238758bd7e5d,478,170,LT0105_04,144,93,1,LT0105_04_144,LT0105_04/LT0105_04_144_93.tif,ENSG00000139974,1,-1,3,3903,0.6842105263157894,9.999e-05,True,4.0000434,cp
Large,0,88b7ef21-b53c-4919-aeb4-fc500688105a,674,745,LT0105_04,144,93,1,LT0105_04_144,LT0105_04/LT0105_04_144_93.tif,ENSG00000139974,1,-1,3,3903,0.07097032878909382,0.00359964,True,2.4437408,cp
Large,0,48551f11-88ba-48e3-9a56-0d34eda9aa65,1232,760,LT0109_38,349,69,1,LT0109_38_349,LT0109_38/LT0109_38_349_69.tif,Eg5,1,-1,135,4035,0.03996243694383095,0.11268873,False,0.9481195,cp
Large,0,5bc1cfe5-7b50-4402-9f9b-747780c55c3f,478,646,LT0109_38,349,69,1,LT0109_38_349,LT0109_38/LT0109_38_349_69.tif,Eg5,1,-1,135,4035,0.057098236689313776,0.00029997,True,3.5229223,cp
Large,0,ac50460b-3f53-4639-80bc-4e1846e740da,1009,370,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.641764937440768,9.999e-05,True,4.0000434,cp
Large,0,400f8004-d62c-4930-89d5-c77e937b09e6,697,385,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.5675293226622352,9.999e-05,True,4.0000434,cp
Large,0,40a9fd27-6dee-45c4-94bf-ccff49076860,991,312,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.8328500036845315,9.999e-05,True,4.0000434,cp
Large,0,f1e757fc-ba6f-460b-9155-2c5e79a064c5,853,942,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.7859541151305497,9.999e-05,True,4.0000434,cp
Large,0,9175d3fd-ee83-4511-ae23-af0ffa45d689,779,61,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.22439206420716615,9.999e-05,True,4.0000434,cp
Large,0,4747c524-c01e-4ae1-bc6d-6bcbb93889e8,243,856,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.6877280310197075,9.999e-05,True,4.0000434,cp
Large,0,234ede59-50fd-4e2d-9e3a-7070a79d0748,878,164,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.21157690634422444,9.999e-05,True,4.0000434,cp
Large,0,b552e074-ee2e-4a5b-9d10-7b18a07f5706,838,219,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.7189970690338028,9.999e-05,True,4.0000434,cp
Large,0,459114df-ca68-492d-b051-56230f19c19f,738,317,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.810140980442754,9.999e-05,True,4.0000434,cp
Large,0,2e242ffc-d3b3-41a8-8865-0377c968c094,811,894,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.7596750497576275,9.999e-05,True,4.0000434,cp
Large,0,63bd7d5c-d648-4822-82f4-cf6fdabe8fc6,1190,306,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.7135767346382976,9.999e-05,True,4.0000434,cp
Large,0,0e5deb85-eb9f-4c56-a463-236b217f70ae,299,636,LT0149_01,154,81,1,LT0149_01_154,LT0149_01/LT0149_01_154_81.tif,ENSG00000180225,1,-1,22,3922,0.6543102078068557,9.999e-05,True,4.0000434,cp
Large,0,b8e082c5-fbb9-4c3b-b0b0-dec440f2f256,1162,611,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.8342158264715849,9.999e-05,True,4.0000434,cp
Large,0,5e25a17a-72f3-49e6-9ca7-acffee0cff8a,179,541,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.835669500062787,9.999e-05,True,4.0000434,cp
Large,0,005f3f10-ed84-4d12-965f-ec2a565ba8bf,765,372,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.6331920486611381,9.999e-05,True,4.0000434,cp
Large,0,97307c4a-6897-4052-a629-70eae499466b,1159,450,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.7541180758362303,9.999e-05,True,4.0000434,cp
Large,0,ddabe349-a683-4ea2-81af-eb6fdabbdee2,1145,309,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.2985836346634658,9.999e-05,True,4.0000434,cp
Large,0,70bbfd9c-7287-41aa-8ffc-12e125e0719b,755,717,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.9148896453312347,9.999e-05,True,4.0000434,cp
Large,0,6f5a4acb-8804-4d31-94de-836b9591564f,654,792,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.6568873390863771,9.999e-05,True,4.0000434,cp
Large,0,898be5d9-ca11-44d4-8927-a8fc866f0c37,513,44,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.8089921636289396,9.999e-05,True,4.0000434,cp
Large,0,9f120df6-14ed-4091-89e4-2db9f71378f0,635,38,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.5629113595393016,9.999e-05,True,4.0000434,cp
Large,0,f52a7977-a8b5-49ab-8131-cef9e05a1c3e,241,780,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.5699975169988263,9.999e-05,True,4.0000434,cp
Large,0,8f22b5bc-bc5c-485a-8c7b-6a70a7c1a513,964,893,LT0149_05,154,81,1,LT0149_05_154,LT0149_05/LT0149_05_154_81.tif,ENSG00000180225,1,-1,22,3922,0.8531556968256825,9.999e-05,True,4.0000434,cp
Large,0,dd19834c-0fb5-458b-a813-3526ef91cead,630,726,LT0157_04,5,2,1,LT0157_04_5,LT0157_04/LT0157_04_5_2.tif,ENSG00000175216,1,-1,91,3991,0.05777202802365571,0.00019998,True,3.6990135,cp
Large,0,5754528f-9e53-4bd0-a13a-07693edde81d,607,733,LT0157_04,5,17,1,LT0157_04_5,LT0157_04/LT0157_04_5_17.tif,ENSG00000175216,1,-1,91,3991,0.057803176315623914,0.00019998,True,3.6990135,cp
Large,0,6c003ec8-f60c-4190-856f-22bd093e379f,1101,337,LT0157_04,5,17,1,LT0157_04_5,LT0157_04/LT0157_04_5_17.tif,ENSG00000175216,1,-1,91,3991,0.046504690871544595,0.00109989,True,2.9586508,cp
Large,0,a8157091-5703-4409-8a0b-e85de42c0876,669,752,LT0157_04,5,17,1,LT0157_04_5,LT0157_04/LT0157_04_5_17.tif,ENSG00000175216,1,-1,91,3991,0.0429357541578517,0.00239976,True,2.6198323,cp
Large,0,cb51a4fd-375e-4503-8e9c-b23f70a8cec6,668,709,LT0157_04,5,61,1,LT0157_04_5,LT0157_04/LT0157_04_5_61.tif,ENSG00000175216,1,-1,91,3991,0.04098636241374458,0.00349965,True,2.4559753,cp
Large,0,f79c2755-0f05-413d-a66d-5a91cb7e5def,677,762,LT0157_04,5,61,1,LT0157_04_5,LT0157_04/LT0157_04_5_61.tif,ENSG00000175216,1,-1,91,3991,0.05739436553252555,0.00019998,True,3.6990135,cp
Prometaphase,0,b729e83f-9f35-401c-b6bb-baf7a806ef19,249,481,LT0013_42,107,23,1,LT0013_42_107,LT0013_42/LT0013_42_107_23.tif,TUBB2,1,-1,96,3996,0.5134508304333225,9.999e-05,True,4.0000434,cp
Prometaphase,0,c435dec0-9732-495a-95df-9981f92ddcd9,849,131,LT0013_42,107,23,1,LT0013_42_107,LT0013_42/LT0013_42_107_23.tif,TUBB2,1,-1,96,3996,0.5808100629614055,9.999e-05,True,4.0000434,cp
Prometaphase,0,08236618-5a1a-4d98-9ddd-dacc58569989,265,413,LT0013_42,107,23,1,LT0013_42_107,LT0013_42/LT0013_42_107_23.tif,TUBB2,1,-1,96,3996,0.5229328972252455,9.999e-05,True,4.0000434,cp
Prometaphase,0,9499928f-7bbd-44de-a094-925c5c800f5f,909,132,LT0013_42,107,23,1,LT0013_42_107,LT0013_42/LT0013_42_107_23.tif,TUBB2,1,-1,96,3996,0.6067111377049156,9.999e-05,True,4.0000434,cp
Prometaphase,0,23c74aa1-42f8-45ae-88f2-9a0a7a8db052,1264,203,LT0013_42,107,23,1,LT0013_42_107,LT0013_42/LT0013_42_107_23.tif,TUBB2,1,-1,96,3996,0.5935423157058154,9.999e-05,True,4.0000434,cp
Prometaphase,0,d22cdea9-04bd-4f6f-98bb-3b7bdd158807,1257,149,LT0013_42,107,28,1,LT0013_42_107,LT0013_42/LT0013_42_107_28.tif,TUBB2,1,-1,96,3996,0.4226737323654299,9.999e-05,True,4.0000434,cp
Prometaphase,0,554ed01b-116d-45de-a2df-9f1ee36cb8ec,1259,203,LT0013_42,107,28,1,LT0013_42_107,LT0013_42/LT0013_42_107_28.tif,TUBB2,1,-1,96,3996,0.5880150804324358,9.999e-05,True,4.0000434,cp
Prometaphase,0,c8d5b88d-a553-49d5-b5d6-f8d9b7bd2265,847,129,LT0013_42,107,28,1,LT0013_42_107,LT0013_42/LT0013_42_107_28.tif,TUBB2,1,-1,96,3996,0.5079821840034202,9.999e-05,True,4.0000434,cp
Prometaphase,0,0f1141a8-b0a8-4674-87dd-6963843f6148,457,154,LT0013_42,107,28,1,LT0013_42_107,LT0013_42/LT0013_42_107_28.tif,TUBB2,1,-1,96,3996,0.5204735218257937,9.999e-05,True,4.0000434,cp
Prometaphase,0,81f675ed-628a-4407-b533-14dac8f04e6b,817,172,LT0013_42,107,39,1,LT0013_42_107,LT0013_42/LT0013_42_107_39.tif,TUBB2,1,-1,96,3996,0.5706262129059284,9.999e-05,True,4.0000434,cp
Prometaphase,0,1647603d-55a7-4432-aeb0-6c4a838cd650,897,168,LT0013_42,107,39,1,LT0013_42_107,LT0013_42/LT0013_42_107_39.tif,TUBB2,1,-1,96,3996,0.508559395277998,9.999e-05,True,4.0000434,cp
Prometaphase,0,f4f54586-6742-40ac-96ac-d9f2ce6255ff,276,414,LT0013_42,107,39,1,LT0013_42_107,LT0013_42/LT0013_42_107_39.tif,TUBB2,1,-1,96,3996,0.5313253505770145,9.999e-05,True,4.0000434,cp
Prometaphase,0,ee58f7bf-28d4-4546-b93d-bbcdf5f32d52,850,132,LT0013_42,107,39,1,LT0013_42_107,LT0013_42/LT0013_42_107_39.tif,TUBB2,1,-1,96,3996,0.5239630797630578,9.999e-05,True,4.0000434,cp
Prometaphase,0,2b333c83-dac1-498e-8a46-5670cae0d6c8,254,476,LT0013_42,107,39,1,LT0013_42_107,LT0013_42/LT0013_42_107_39.tif,TUBB2,1,-1,96,3996,0.5284331074313248,9.999e-05,True,4.0000434,cp
Prometaphase,0,6fbce7c5-fc7f-4ac5-8981-313bfae8ffcb,1030,448,LT0013_42,107,39,1,LT0013_42_107,LT0013_42/LT0013_42_107_39.tif,TUBB2,1,-1,96,3996,0.5727007431309311,9.999e-05,True,4.0000434,cp
Prometaphase,0,4422fed1-18eb-4125-bb00-3c3067ce4da2,166,625,LT0013_42,107,52,1,LT0013_42_107,LT0013_42/LT0013_42_107_52.tif,TUBB2,1,-1,96,3996,0.5361490332800009,9.999e-05,True,4.0000434,cp
Prometaphase,0,171953cd-de4d-4bc2-800d-a7df0729f449,1251,169,LT0013_42,107,52,1,LT0013_42_107,LT0013_42/LT0013_42_107_52.tif,TUBB2,1,-1,96,3996,0.5549630636430268,9.999e-05,True,4.0000434,cp
Prometaphase,0,16b64ac4-7527-4515-8639-d52913380009,824,172,LT0013_42,107,52,1,LT0013_42_107,LT0013_42/LT0013_42_107_52.tif,TUBB2,1,-1,96,3996,0.5186540712002146,9.999e-05,True,4.0000434,cp
Prometaphase,0,ad6e037b-fe43-421d-9309-4ef9c1d01876,953,163,LT0013_42,107,52,1,LT0013_42_107,LT0013_42/LT0013_42_107_52.tif,TUBB2,1,-1,96,3996,0.5136772763086949,9.999e-05,True,4.0000434,cp
Prometaphase,0,817f38d9-ebb2-40b4-83ff-9a1b4c102b9c,894,161,LT0013_42,107,52,1,LT0013_42_107,LT0013_42/LT0013_42_107_52.tif,TUBB2,1,-1,96,3996,0.5590450164354956,9.999e-05,True,4.0000434,cp
Prometaphase,0,c906feea-80e5-4944-8eae-9c3fad5463d4,979,196,LT0013_42,107,52,1,LT0013_42_107,LT0013_42/LT0013_42_107_52.tif,TUBB2,1,-1,96,3996,0.5763769358025638,9.999e-05,True,4.0000434,cp
Prometaphase,0,d68be183-3ac6-484b-a92b-1f51ddf72198,45,519,LT0013_42,107,52,1,LT0013_42_107,LT0013_42/LT0013_42_107_52.tif,TUBB2,1,-1,96,3996,0.5830949874610324,9.999e-05,True,4.0000434,cp
Prometaphase,0,19adaefc-ad19-4c88-b8f6-6ab5740292f2,789,822,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.5510635040612044,9.999e-05,True,4.0000434,cp
Prometaphase,0,8756fc24-3530-4fac-85bd-241a5dc53b93,196,591,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.5846517945038334,9.999e-05,True,4.0000434,cp
Prometaphase,0,459c58f4-2a70-4772-b755-e5ac7079edb7,164,360,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.35444479014249647,9.999e-05,True,4.0000434,cp
Prometaphase,0,ad7fde40-f952-4e16-8e46-967685bbb6d8,101,458,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.3911845165701385,9.999e-05,True,4.0000434,cp
Prometaphase,0,82fcca94-4f13-49ed-920d-dbae6543c2e1,179,800,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.5808041557711264,9.999e-05,True,4.0000434,cp
Prometaphase,0,88b5a926-4353-4852-8da2-74ccca5bb733,792,762,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.5447816056314828,9.999e-05,True,4.0000434,cp
Prometaphase,0,3409dab3-a32d-4b07-b1c6-66a3829a2dcc,424,510,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.5521222502390198,9.999e-05,True,4.0000434,cp
Prometaphase,0,2fabf28c-ec1b-4701-99cb-606e7778c308,192,744,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.5292889492934301,9.999e-05,True,4.0000434,cp
Prometaphase,0,77b16093-dca4-49dc-9561-a801856c5510,282,413,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.5104744456340627,9.999e-05,True,4.0000434,cp
Prometaphase,0,ac42a686-676d-4dac-8a19-797d3b3b6a40,429,558,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.565718927759101,9.999e-05,True,4.0000434,cp
Prometaphase,0,9d6df2b9-5f04-4a2c-aa33-50bdaec555ee,123,359,LT0013_42,107,63,1,LT0013_42_107,LT0013_42/LT0013_42_107_63.tif,TUBB2,1,-1,96,3996,0.28559988745026105,9.999e-05,True,4.0000434,cp
